Comment,Sentiment
"भारत को स्वतंत्रता 15 अगस्त 1947 को मिली थी। अगर हम 2025 से 1947 घटाएँ (2025 - 1947 = 78), तो यह बताता है कि स्वतंत्रता के 78 साल पूरे हो चुके हैं।
लेकिन स्वतंत्रता दिवस की गिनती उस दिन से शुरू होती है जब पहला स्वतंत्रता दिवस मनाया गया था, यानी 15 अगस्त 1947 को, जिसे पहला स्वतंत्रता दिवस (1st Independence Day) माना जाता है।
इसलिए, हर साल एक नया स्वतंत्रता दिवस मनाया जाता है, और 2025 में यह 79वां स्वतंत्रता दिवस होगा। गणना का आसान तरीका है: 2025 - 1947 + 1 = 79।
उदाहरण के लिए:
1947: पहला स्वतंत्रता दिवस
1948: दूसरा स्वतंत्रता दिवस
...
2024: 78वां स्वतंत्रता दिवस
2025: 79वां स्वतंत्रता दिवस
निष्कर्ष: 2025 में भारत 78 साल की स्वतंत्रता पूरी कर चुका होगा, लेकिन हम 79वां स्वतंत्रता दिवस मना रहे होंगे। यह भ्रम इसलिए होता है क्योंकि लोग ""पूरा हुआ समय"" (78 साल) और ""मनाए गए स्वतंत्रता दिवस की संख्या"" (79वां) को मिला देते हैं।

Happy independence day 🇮🇳",positive
I bron in india but I now in america doctor I love my country,positive
I am proud of my india,positive
"❤❤❤❤❤


❤❤❤❤",neutral
Right now I am in Nepal. 🇳🇵Still I like celebrating every single festival of India and independence because I was not born in India.🇮🇳 ❤🫶 There are 3 days left for Independence Day. I am so excited!🎉,positive
❤❤❤❤,neutral
🎉😮❤❤❤,neutral
I am from India,neutral
Add lyrics please on your video discription ❤❤,positive
lam,neutral
I am watching,neutral
"you love India 
👇 like",positive
,neutral
School prayer India❤❤❤❤,neutral
*jai hind *,neutral
Vande matram,neutral
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳❤️❤️❤️👍👍👍👍,neutral
Nice ❤❤❤,positive
I love my india ❤❤❤,positive
"Love From Mariagiri School #kuttikkanam, Kerala ❤❤❤",positive
Can you imagine that the British Government had banned this song on 8th November 1905!,negative
ભારત માતાકી જય 🟧⬜🟩,neutral
❤❤❤❤❤❤❤😊😊😊,neutral
JAI HIND,neutral
I LOVE MY COUNTRY SO MUCH MY COUNTRY IS INDIA,positive
I am from India. I respect india 🌹❤️🤍💚🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,positive
Jai hind,neutral
Jai hind 🇮🇳,neutral
Respect,positive
"happy independence day,love india",positive
hi i need to learn this for independence day,neutral
wow aiva nice super ❤❤❤❤,positive
Hai,neutral
Iam from Korean but i love india 🇮🇳 vade matharan❤,positive
JAI HIND ❤,neutral
Is song ko sunkar kis kis ko conference ate hai❤️🇮🇳,neutral
12 August ko kon kon sun rha hai 🎉❤,neutral
I Love my India🇮🇳🇮🇳🇮🇳🇮🇳❤❤❤😂😂😂,positive
Bharat mata ki Jay 🇮🇳🇮🇳🇮🇳,neutral
❤❤❤❤,neutral
Jai Hind Jai Bharat 🇮🇳,neutral
I am love my INDIA..❤👍👌🇮🇳🇮🇳🇮🇳🇮🇳,positive
Somthing bengali song,neutral
India is best for me,positive
❤,neutral
I learn this song  to school to patspate independence day,neutral
VANDE MATARAM. JAI HIND..BHARATH MATA KI JAI,neutral
This is our country and I respect my our country and I think everyone like our country Jai Hind,positive
5000000000000K,neutral
I❤️Indian,neutral
Yah sirf rashtiye Geet nahi Hai balki Bharat ki azadi dilvane ke liye Kai sari Maao ne apne bete ko bahano ne apne bhai ko aur azadi ke sapno Ne krantiyon ko sharirik mansik yatna Se karni padati hai tab jakar azadi Mili Hai yah Koi Kisi ki Virasat mein nahin Apne yoddha aur unke Sath se Mili Hai Jay Hind Jay Bharat ❤️❤️❤️🇮🇳🇮🇳🇮🇳,neutral
❤❤❤❤,neutral
Jai. Hind,neutral
I am proud because I am from India,positive
I am from uk but I respect india,positive
"Sukhdayak, geet.❤❤😂😂🎉🎉😢😢😮😮😅😅😊😊",neutral
"😂𝐯𝐢𝐭𝐭𝐠🇺‌ⁱⁱ𝖔𝖔𝖔😮🎉
दे, fw 1:00",neutral
Anyone in August 2025?? ❤,neutral
Thank you so much ma'am... regards,positive
My love is india,positive
Iam india,neutral
Ravindra nath tagore ka kya sundar geet hai,neutral
kon kon 15 august ko dekh rahe hai,neutral
I  am    Happy ❤❤,positive
Mne,neutral
I am from goa i love you India,positive
I am indian❤❤❤❤❤❤,neutral
"വന്ദേ മാതരം...വന്ദേ മാതരം....
വന്ദേ മാതരം വന്ദേ മാതരം
സുജലാം സുഫലാം മലയജ ശീതളാം
സസ്യശ്യാമലാം മാതരം.... വന്ദേ മാതരം....
വന്ദേ മാതരം...വന്ദേ മാതരം....

ശുഭ്രജ്യോത്സ്ന പുളകിത യാമിനീം
ഫുല്ലകുസുമിത ദ്രുമതല ശോഭിനീം
വന്ദേ മാതരം...വന്ദേ മാതരം....

സുഹാസിനീ സുമധുര ഭാഷിണീം
സുഖദാം വരദാം മാതരം... വന്ദേ മാതരം
വന്ദേ മാതരം...വന്ദേ മാതരം....
 
വന്ദേ മാതരം...വന്ദേ മാതരം....",neutral
Anyone 15th Aug 2025.... Like👍,neutral
Iam kerala ❤❤❤,neutral
Not every Pakistani is bad,negative
I am from philistine  I not understand Butt I love it😊,negative
I love india ❤,positive
I love my india❤❤❤❤,positive
Lyrics,neutral
",2025",neutral
बहुत ही प्यारा song हैं ❤,neutral
I love you india,positive
I respect my country India,positive
Achcha bahut achcha gana hai ise hamara hamara mind bahut sundar ho jata hai😊😊😊😊😊😊😊❤❤❤❤❤❤❤❤❤❤,neutral
Jai hind,neutral
😊😢❤,neutral
https://youtu.be/HHYh4zLho_o?si=Y-gBcuJUS-pFuqvW,neutral
So proud to be an indian jai hind ❤❤,positive
I Love this song❤❤❤❤❤❤❤❤😊😊😊😊😊😊,positive
Very nice ❤❤❤❤,positive
I am from India ❤ up  banaras❤❤❤❤❤,neutral
Jkkkjhgi,neutral
Sorry,negative
"anyone listening now 2025
       Adv happy independence day",positive
❤❤❤❤❤,neutral
This is for my school,neutral
Anyone watching from Kerala  in 2025,neutral
Is it hindi or any other language,neutral
India,neutral
I love my India❤❤❤❤❤,positive
😢🎉🎉😮😮😮😮😮,neutral
😢😢😢😢😢 I love my india 😢🎉,positive
❤❤❤❤❤❤❤,neutral
Nice Song,positive
Jai Hind!,neutral
East or west India is the best,positive
Same ❤,neutral
❤❤❤❤❤❤❤❤❤,neutral
"Itna 
 Sundar desh hai hamara bhir bhi kuch chand futi kodi ke liye desh ke sath gaddari kayse karte hai (joti malotra)😭vande mataram 🇮🇳",neutral
Drama namaste,neutral
Kon kon 2025 me dekh raha hai 😊😊,neutral
Kon kon 2025 me dekh raha hai,neutral
Vande,neutral
Ba,neutral
"मेरे प्यारे भारत के लिए दुश्मनो से लड़ने गए सारे वीरों की राह  देखती हैभारत माता , नेता जी के old video dekh कर ऐसा लगता है 🙏",neutral
Super,positive
"Was reading modern history, suddenly realised after class 8th never sung it in any institute .",neutral
I love this song. Jai hind 🇮🇳,positive
Rummy circle ad on this video 😢,neutral
🙏🙏🙏🙏🙏🇮🇳🇮🇳🇮🇳🇮🇳,neutral
Jai bharath 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,neutral
Jai Bharat Mata ki 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳❤❤❤,neutral
Jai hind 🧡🤍💚,neutral
🇮🇳🇮🇳🇮🇳 भारत माता की जय 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,neutral
"I'm from India,I'm proud of my country 😊",positive
Very nice video 1:05,positive
I ❤️ India I Am From Russian ❤️,neutral
I love you my Country INDIA.🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳 VANDEMATRAM,positive
"Jai, Hind ❤❤❤❤❤",neutral
Only all positive people in this video posted a comment❤,positive
Jai Mata Rani 😢Uttam jija😢 ji Reena di😢 Suryawanshi 😢bhak😊,neutral
20/07/2025❤❤❤,neutral
❤❤,neutral
😊 I am respect to all India and I am Hindu❤,positive
I,neutral
If Gandhi and Nehru are not bron then i can also sing Vande Mataram. 😭😭,neutral
🎉🎉🎉❤❤❤❤🇮🇳🇮🇳🇮🇳,neutral
Me watching,neutral
Jay Hind,neutral
"वन्दे मातरम् सुजलां सुफलां मलयजशीतलाम् शस्यश्यामलाम् मातरम्। [1]  
शुभ्रज्योत्स्नापुलकितयामिनीम् फुल्लकुसुमितद्रुमदलशोभिनीम् सुहासिनीं सुमधुर भाषिणीम् सुखदां वरदां मातरम्॥ [2, 3, 4]  
वन्दे मातरम्॥ [4]  
सप्तकोटि कण्ठ कलकल निनाद कराले, द्विसप्तकोटि भुजैर्धृत खरकरवाले, के बोले मा एत वले बहुबलधारिणीं नमामि तारिणीं रिपुदलवारिणीं मातरम्॥ [1, 5]  
वन्दे मातरम्॥ [6]  
तुमि विद्या तुमि धर्म, तुमि हृदि तुमि मर्म, त्वं हि प्राणा: शरीरे बाहुते तुमि मा शक्ति, हृदये तुमि मा भक्ति, तोमारई प्रतिमा गडि मन्दिरे मन्दिरे॥ [1, 1, 2, 2, 4, 4, 7, 7]  
वन्दे मातरम्॥ [4]  
त्वं हि दुर्गा दशप्रहरणधारिणी, कमला कमलदलविहारिणी, वाणी विद्यादायिनी, नमामि त्वाम्, नमामि कमलाम्। [2, 2, 4, 4, 7, 7]  
अमलां अतुलां, सुजलां सुफलां मातरम्॥ [1, 4]  
वन्दे मातरम्॥ [4]  
श्यामलां सरलां सुस्मितां भूषितां धरणीं भरणीं मातरम्॥ [4]  
वन्दे मातरम्॥",neutral
🙏🙏🙏🙏🙏🙏🙏👌👌👌👌👌❤❤❤❤❤❤,neutral
Am rasiyan..😂😂😂😂😂..bhosdi k ek do like hume v de do😂😂😂😂,positive
I am American but I respect india,positive
Jai Hind ❤❤❤❤❤❤❤,neutral
I am from India and I like this song,positive
Present. It's from Odisha Mayurbhanj ❤❤,neutral
Siddharth Nagar school,neutral
I love 💕,positive
I love 💕,positive
I love 💕,positive
I love 💕,positive
I love 💕,positive
I love 💕,positive
I love 💕,positive
I love 💕,positive
I Love 💕💕💕💕💕💕,positive
Mai ritesh,neutral
Anyone in 2025 1:05,neutral
Hi,neutral
I LOVE INDIA ❤❤❤❤❤,positive
Mind blowing song,neutral
I am a ritesh verma mai ek pure india ka president hi 😂😂😂,neutral
2025 jay hind 🇨🇮,neutral
😮😢🎉🎉😂😮😮😮😮,neutral
Raja kaka of Green Park my Bankim Chatterjee and Subhajit Of Green Park my JC Bose with me Now❤,neutral
🇮🇳❤️,neutral
2025 ❤,neutral
Jai hind❤,neutral
2025❤,neutral
Who is watching 6 july 2025,neutral
2025 is gonna be crazy. 😊❤❤❤,negative
❤❤❤❤❤,neutral
2025,neutral
❤❤❤,neutral
🇮🇳🇮🇳,neutral
"Iove brother and sister❤
          🍫😭🎉❤️❤️😭❤️❤️😘🎉😭🍫😥🙏🍫😭😥🎉❤️😥❤️💗💗😭😭😥😥🙂‍↕️😶‍🌫️😶‍🌫️😶😝😋💕😋😝😶‍🌫️😋🍏😋😶‍🌫️😋😶‍🌫️😋🤪😶‍🌫️🤪😅😜😶‍🌫️😶‍🌫️😊😥😶‍🌫️😊😏😥🤔😶‍🌫️🤔😥😶‍🌫️🤔🤬😥😶‍🌫️😥🤔",neutral
Fjhhe🎉🎉🎉🎉🎉,neutral
I'm form India but I always respect india 😂😂to,positive
Jai hind,neutral
i am indian but i resprct bharat,neutral
Raja kaka and Subhjit of Green Park - Bankim Chatterjee and JC Bose ❤,neutral
1:03 1:04 1:04 1:04 1:05,neutral
Vande Mataram🇮🇳🇮🇳🇮🇳,neutral
I like this song jai hind,positive
"Vande Mataram—once a call.
Now whispers behind partitioned walls.
Are deemed too bright, too close, too warm.

They say Zumba corrupts the youth,
But silence their tongues on deeper truth—

In Kannur halls a student stood
“Bharat Mata ki Jai!”—misunderstood:
No dagger, no crime, no riotous chant—

In Kannur halls, a student stood,
“Bharat Mata ki Jai.” Truth misconstrued.

Where Kannur halls, a student stood,
His protest looks “freedom” there.

Yoga bends not just the spine—
It bends the lines where faiths align.

But called a sin in cloaks of law—
To appease, they break the nation’s core.

Yet still she lives—in heart, in flame.
Pins wisdom lost, what love defines—

But rise again, in every clime.

VANDE MATARAM.
Let not those words be lost to time—
But rise again, in every clime.

Yet still she lives—in heart, in flame.
Though censored, mocked, denied her name.
But rise again, in every clime.",negative
I am from new Zealand and I respect india❤,positive
JAI HIND,neutral
I love my lndia❤😂🎉,positive
Jai hind ❤️,neutral
❤,neutral
Me seeing,neutral
❤,neutral
The greatest compose by Shri Bankim Chandra Chattopadhyay 🙏🏻🙏🏻🙏🏻,positive
If needed I can die for my 🇮🇳,negative
🇮🇳🇮🇳🇮🇳 jai hind🥰,neutral
❤🇮🇳,neutral
Vande Mataram...,neutral
Any Malay Ali here,neutral
Respect❤,neutral
Who is that re stpid pakistan,neutral
Me watching 2025,neutral
The lord is my refuge.........love u God......❤,neutral
I'm from Jamshedpur Jharkhand India Love for India 😊 respect for India..❤❤❤,positive
Vande Matharam 🙏,neutral
I'm watching 2026,neutral
"Still  hearing 2025.......Don't knw why am getting sooo emotional while hearing this beautiful patriotic lines...😰   


""JAI HIND""🟠⚪️🟢",positive
Watching after selection in bihar police 😊,neutral
Jai hindh,neutral
So cute  song❤❤❤,positive
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳,neutral
"RI to he is a good 
Uebsiijebsudurhe",positive
But I find the fighter movie version more easy to remember,positive
Vande matram,neutral
Jai Hind,neutral
Han sach mein Pakistan to achcha hi nahin Hai India hi achcha hai😊😊😊😊😊😊❤❤❤❤❤❤❤,neutral
JAI HIND,neutral
Teri,neutral
Tu khumari utarunga b.s.f,neutral
Who is watching 2050,neutral
A Jisu masih banchao kidi ko nukiri diya bidin ko nukiri nhi diya y ko nukiri diya jayega A B C bedes riyak Santali lipi lagu huna chye,neutral
Vande maa taram 🙏🇮🇳,neutral
😊 vande Mataram vande vande Mataram,neutral
I love my Nation my India ummaa❤❤❤,positive
Jai.hind❤❤❤,neutral
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳 0:59,neutral
జై హింద్,neutral
ജയ് ഹിന്ദ്,neutral
Jai hind,neutral
Jay Hind Jay Hind,neutral
Vende  Mataram.  I am proud to be an Indian.,positive
I ❤❤❤❤❤Indian,neutral
नमो राघवाय 🙏🙏 जयश्री सीता 🎉🎉❤❤,neutral
I love India 😢❤❤❤❤❤🎉🎉🎉,positive
🇮🇳❤ India I ❤,neutral
"this shouldve been the national anthem tbh, this accent suits all of india much more than the Jan Gan Man.",neutral
calms down my brain and heart.,positive
I love my India ❤🙏,positive
Anyone 2025❤,neutral
❤,neutral
Don't steel Umbralla bloody Indian's,positive
Om namo narayanaya,neutral
Missing school time 😢,negative
PTC banderdewa 2025,neutral
I am,neutral
"I am from Bangladesh 

But i respect India😇❤️🖤",positive
51st Batch APP Recruit's 🫂,neutral
I love mother India 🇮🇳,positive
Gandhi refused to have this as national anthem just because it’s in Sanskrit and Muslims didn’t accept it.,positive
❤❤❤❤,neutral
🎉🎉 भारतीय राष्ट्रीय कांग्रेस पार्टी जिंदाबाद 🚔💯💯,neutral
❤❤🇮🇳💞😊😊🤭,neutral
😢😢❤❤❤❤jai hind,neutral
Vande maatarm,neutral
梅子醋只是麥克,neutral
مجھے ہندوستانی ہونے پر فخر ہے,neutral
❤❤❤❤ maaaaaaaa❤❤❤,neutral
BHARAT MATA KI JAI HO,neutral
WE LISTEN THIS SONG EVERY DAY IN SCHOOL AS YOUR RESSES GETS OVER ITS START ~,neutral
"This song is written by a Bengali✊ Bankimchandra Chattarjee🇧🇩🇮🇳 

সুজলা সুফলা মা তরম! 
বন্দে মা তরম..🇧🇩",neutral
My motherland INDIA jai hind,neutral
❤❤❤🇨🇮🇨🇮🇨🇮🇨🇮🇨🇮🙏⚔️🫀🫡🚩🚩🚩,neutral
🇮🇳🇮🇳🇮🇳🇮🇳🤗💗🤗🤗🤗🤗💐💐💐💐😊😊❤️❤️,neutral
Jai hind ❤,neutral
🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇷🇺🇷🇺🇷🇺🇷🇺🇵🇰🇵🇰,neutral
